"","N_Processo","Tipo_Movimentação","Data","Tempo","Censura"
"2578",1.0063983820154e+19,"Conclusão-Petição","2015-12-14",73,0
"2585",1.0063983820154e+19,"Conclusão-Decurso de Prazo","2018-02-07",190,0
"2601",1.0063983820154e+19,"Conclusão-Juntada","2019-04-08",0,0
"2606",1.0063983820154e+19,"Decurso de Prazo","2019-08-29",95,1
"2609",1.0064970820154e+19,"Conclusão-Documento","2015-09-04",0,0
"2620",1.0064970820154e+19,"Conclusão-Decurso de Prazo","2018-02-08",106,0
"2628",1.0064970820154e+19,"Decurso de Prazo","2019-08-23",101,1
"2629",1.0064867620154e+19,"Conclusão-Decurso de Prazo","2015-09-04",101,0
"2643",1.0064867620154e+19,"Conclusão-Decurso de Prazo","2018-02-08",106,0
"2651",1.0064867620154e+19,"Decurso de Prazo","2019-08-23",101,1
"2653",1.0067170620154e+19,"Conclusão-Distribuição","2015-09-17",1,0
"2661",1.0067170620154e+19,"Conclusão-Petição","2017-09-22",1,0
"2670",1.0067170620154e+19,"Conclusão-Juntada","2019-05-27",0,0
"2674",1.0067170620154e+19,"Decurso de Prazo","2019-08-24",100,1
"2677",1.0067258020154e+19,"Conclusão-Documento","2015-09-17",0,0
"2687",1.0067258020154e+19,"Conclusão-Mero expediente","2016-08-29",0,0
"2691",1.0067258020154e+19,"Conclusão-Documento","2017-07-18",0,0
"2709",1.0067258020154e+19,"Conclusão-Decurso de Prazo","2018-02-21",0,0
"2726",1.0067258020154e+19,"Conclusão-Juntada","2019-03-27",0,0
"2730",1.0067258020154e+19,"Decurso de Prazo","2019-08-24",100,1
"2734",1.0067604020154e+19,"Conclusão-Documento","2015-09-18",0,0
"2743",1.0067604020154e+19,"Conclusão-Petição","2018-02-09",133,0
"2748",1.0067604020154e+19,"Decurso de Prazo","2019-08-24",100,1
"2750",1.0067811620154e+19,"Conclusão-Ato ordinatorio","2015-09-18",0,0
"2751",1.0067811620154e+19,"Conclusão-Conclusão","2015-09-18",0,0
"2763",1.0067811620154e+19,"Conclusão-Decurso de Prazo","2016-02-04",128,0
"2771",1.0067811620154e+19,"Conclusão-Documento","2016-03-09",0,0
"2781",1.0067811620154e+19,"Conclusão-Documento","2016-08-10",0,0
"2792",1.0067811620154e+19,"Petição","2019-07-11",144,1
"2794",1.0068582520154e+19,"Conclusão-Distribuição","2015-09-22",1,0
"2808",1.0068582520154e+19,"Conclusão-Decurso de Prazo","2018-02-08",75,0
"2817",1.0068582520154e+19,"Decurso de Prazo","2019-08-24",100,1
"2819",1.0070055120154e+19,"Conclusão-Distribuição","2015-09-28",3,0
"2834",1.0070055120154e+19,"Conclusão-Petição","2018-02-09",133,0
"2846",1.0070055120154e+19,"Conclusão-Juntada","2019-07-11",0,0
"2849",1.0070055120154e+19,"Decurso de Prazo","2019-08-24",100,1
"2852",1.0070002920154e+19,"Conclusão-Documento","2015-09-28",0,0
"2876",1.0070002920154e+19,"Conclusão-Juntada","2019-05-27",0,0
"2880",1.0070002920154e+19,"Petição","2019-10-30",33,1
"2883",1.0070461820154e+19,"Conclusão-Documento","2015-09-29",0,0
"2896",1.0070461820154e+19,"Conclusão-Decurso de Prazo","2015-10-16",1,0
"2901",1.0070461820154e+19,"Conclusão-Liminar","2015-10-22",1,0
"2916",1.0070461820154e+19,"Conclusão-Documento","2016-01-13",0,0
"2917",1.0070461820154e+19,"Conclusão-Conclusão","2017-05-12",0,0
"2928",1.0070461820154e+19,"Conclusão-Decurso de Prazo","2017-11-30",134,0
"2931",1.0070461820154e+19,"Juntada","2019-07-04",151,1
"2933",1.0072177220154e+19,"Conclusão-Distribuição","2015-10-06",1,0
"2944",1.0072177220154e+19,"Conclusão-Petição","2017-10-04",0,0
"2953",1.0072177220154e+19,"Conclusão-Decurso de Prazo","2019-04-22",125,0
"2957",1.0072177220154e+19,"Conclusão-Decurso de Prazo","2019-10-30",81,0
"2958",1.0072177220154e+19,"Mero expediente","2019-10-30",33,1
"2961",1.0072376320154e+19,"Conclusão-Documento","2015-10-06",0,0
"2972",1.0072376320154e+19,"Conclusão-Documento","2016-02-18",0,0
"2983",1.0072376320154e+19,"Redistribuição","2018-02-19",651,1
"2986",1.0080482320154e+19,"Conclusão-Distribuição","2015-11-04",0,0
"2993",1.0080482320154e+19,"Conclusão-Decurso de Prazo","2017-10-10",82,0
"2999",1.0080482320154e+19,"Conclusão-Juntada","2019-03-27",0,0
"3002",1.0080482320154e+19,"Decurso de Prazo","2019-08-10",114,1
"3003",1.0080725120154e+19,"Conclusão-Decurso de Prazo","2015-11-04",114,0
"3016",1.0080725120154e+19,"Conclusão-Petição","2018-01-16",13,0
"3021",1.0080725120154e+19,"Conclusão-Petição","2018-09-20",55,0
"3029",1.0080725120154e+19,"Decurso de Prazo","2019-08-24",100,1
"3031",1.0084691320154e+19,"Conclusão-Documento","2015-11-18",0,0
"3048",1.0084691320154e+19,"Conclusão-Decurso de Prazo","2016-04-11",25,0
"3063",1.0084691320154e+19,"Conclusão-Petição","2016-10-07",1,0
"3072",1.0084691320154e+19,"Redistribuição","2018-02-19",651,1
"3075",1.0085817920154e+19,"Conclusão-Petição","2016-08-19",49,0
"3087",1.0085817920154e+19,"Conclusão-Documento","2017-07-19",0,0
"3111",1.0085817920154e+19,"Conclusão-Decurso de Prazo","2018-03-12",1,0
"3118",1.0085817920154e+19,"Conclusão-Juntada","2019-03-27",0,0
"3121",1.0085817920154e+19,"Decurso de Prazo","2019-08-10",114,1
"3124",1.0086467420154e+19,"Conclusão-Documento","2015-11-24",0,0
"3129",1.0086467420154e+19,"Conclusão-Petição","2015-12-17",8,0
"3139",1.0086467420154e+19,"Conclusão-Decurso de Prazo","2017-11-09",155,0
"3143",1.0086467420154e+19,"Expedição de documento","2018-03-12",630,1
"3146",1.0086354520154e+19,"Conclusão-Documento","2015-11-24",0,0
"3154",1.0086354520154e+19,"Conclusão-Petição","2017-10-06",0,0
"3160",1.0086354520154e+19,"Conclusão-Decurso de Prazo","2019-03-27",148,0
"3164",1.0086354520154e+19,"Decurso de Prazo","2019-08-10",114,1
"3167",1.0086207620154e+19,"Conclusão-Documento","2015-11-24",0,0
"3180",1.0086207620154e+19,"Conclusão-Petição","2017-10-06",0,0
"3187",1.0086207620154e+19,"Decurso de Prazo","2019-08-23",101,1
"3190",1.0087125420154e+19,"Conclusão-Documento","2015-11-26",0,0
"3198",1.0087125420154e+19,"Conclusão-Documento","2016-02-18",0,0
"3201",1.0087125420154e+19,"Conclusão-Ato ordinatorio","2016-10-03",0,0
"3207",1.0087125420154e+19,"Conclusão-Mandado","2016-10-17",11,0
"3220",1.0087125420154e+19,"Conclusão-Decurso de Prazo","2017-03-08",32,0
"3230",1.0087125420154e+19,"Conclusão-Documento","2017-04-25",0,0
"3237",1.0087125420154e+19,"Redistribuição","2018-02-19",651,1
"3240",1.0028697420164e+19,"Conclusão-Documento","2016-04-15",0,0
"3255",1.0028697420164e+19,"Conclusão-Decurso de Prazo","2016-06-22",4,0
"3268",1.0028697420164e+19,"Conclusão-Decurso de Prazo","2017-02-15",21,0
"3272",1.0028697420164e+19,"Redistribuição","2018-02-19",651,1
"3276",1.0087636520154e+19,"Conclusão-Mero expediente","2015-11-26",0,0
"3288",1.0087636520154e+19,"Conclusão-Petição","2018-02-09",133,0
"3301",1.0087636520154e+19,"Conclusão-Decurso de Prazo","2019-04-12",115,0
"3304",1.0087636520154e+19,"Decurso de Prazo","2019-08-10",114,1
"3307",1.0092754820154e+19,"Conclusão-Documento","2015-12-14",0,0
"3317",1.0092754820154e+19,"Conclusão-Petição","2018-01-11",15,0
"3322",1.0092754820154e+19,"Conclusão-Petição","2018-09-20",55,0
"3331",1.0092754820154e+19,"Conclusão-Decurso de Prazo","2019-10-30",67,0
"3332",1.0092754820154e+19,"Mero expediente","2019-10-30",33,1
"3335",1.0089082420154e+19,"Conclusão-Documento","2015-12-01",0,0
"3345",1.0089082420154e+19,"Conclusão-Petição","2018-02-08",42,0
"3350",1.0089082420154e+19,"Conclusão-Decurso de Prazo","2019-04-23",126,0
"3355",1.0089082420154e+19,"Decurso de Prazo","2019-10-08",55,1
"3357",1.0090381420154e+19,"Conclusão-Distribuição","2015-12-04",0,0
"3367",1.0090381420154e+19,"Conclusão-Petição","2018-02-09",44,0
"3371",1.0090381420154e+19,"Conclusão-Petição","2019-03-27",243,0
"3375",1.0090381420154e+19,"Decurso de Prazo","2019-08-10",114,1
"3378",1.0025129420164e+19,"Conclusão-Documento","2016-04-07",0,0
"3391",1.0025129420164e+19,"Conclusão-Documento","2016-05-24",0,0
"3397",1.0025129420164e+19,"Conclusão-Documento","2016-06-21",0,0
"3398",1.0025129420164e+19,"Conclusão-Conclusão","2016-10-04",0,0
"3410",1.0025129420164e+19,"Conclusão-Decurso de Prazo","2017-01-20",34,0
"3418",1.0025129420164e+19,"Petição","2019-10-10",53,1
"3420",1.0090408120154e+19,"Conclusão-Distribuição","2015-12-04",0,0
"3436",1.0090408120154e+19,"Conclusão-Petição","2018-02-08",43,0
"3447",1.0090408120154e+19,"Conclusão-Petição","2019-10-30",23,0
"3448",1.0090408120154e+19,"Mero expediente","2019-10-30",33,1
"3450",1.0096010820154e+19,"Conclusão-Distribuição","2016-01-08",21,0
"3460",1.0096010820154e+19,"Conclusão-Petição","2018-02-07",147,0
"3466",1.0096010820154e+19,"Conclusão-Decurso de Prazo","2018-09-06",45,0
"3467",1.0096010820154e+19,"Juntada","2019-07-04",151,1
"3469",1.0096825420154e+19,"Conclusão-Distribuição","2016-01-07",15,0
"3479",1.0096825420154e+19,"Conclusão-Petição","2017-10-06",0,0
"3494",1.0096825420154e+19,"Conclusão-Decurso de Prazo","2019-10-30",57,0
"3495",1.0096825420154e+19,"Mero expediente","2019-10-30",33,1
"3497",1.0096850920154e+19,"Conclusão-Distribuição","2016-01-07",15,0
"3508",1.0096850920154e+19,"Conclusão-Petição","2018-02-09",43,0
"3512",1.0096850920154e+19,"Conclusão-Decurso de Prazo","2019-03-27",148,0
"3517",1.0096850920154e+19,"Decurso de Prazo","2019-08-10",114,1
"3519",1.0000515220164e+19,"Conclusão-Distribuição","2016-08-19",225,0
"3526",1.0000515220164e+19,"Conclusão-Mandado","2017-03-02",36,0
"3542",1.0000515220164e+19,"Conclusão-Documento","2017-08-07",0,0
"3556",1.0000515220164e+19,"Conclusão-Decurso de Prazo","2018-03-12",2,0
"3561",1.0000515220164e+19,"Conclusão-Petição","2018-09-27",65,0
"3565",1.0000515220164e+19,"Decurso de Prazo","2019-08-24",100,1
"3568",1.0095811720154e+19,"Conclusão-Distribuição","2015-12-18",0,0
"3576",1.0095811720154e+19,"Conclusão-Petição","2017-05-22",0,0
"3591",1.0095811720154e+19,"Expedição de documento","2019-10-10",53,1
"3594",1.0004118420164e+19,"Conclusão-Documento","2016-01-18",0,0
"3603",1.0004118420164e+19,"Conclusão-Decurso de Prazo","2017-11-09",155,0
"3607",1.0004118420164e+19,"Expedição de documento","2018-03-12",630,1
"3610",1.0004143920164e+19,"Conclusão-Documento","2016-01-18",0,0
"3621",1.0004143920164e+19,"Conclusão-Petição","2018-01-11",20,0
"3623",1.0004143920164e+19,"Conclusão-Mero expediente","2018-02-28",47,0
"3627",1.0004143920164e+19,"Conclusão-Expedição de documento","2019-03-27",273,0
"3631",1.0004143920164e+19,"Decurso de Prazo","2019-08-10",114,1
"3635",1.0001745020164e+19,"Conclusão-Mero expediente","2016-01-12",0,0
"3643",1.0001745020164e+19,"Conclusão-Decurso de Prazo","2018-02-08",107,0
"3650",1.0001745020164e+19,"Decurso de Prazo","2019-08-23",101,1
"3653",1.0002369020164e+19,"Conclusão-Distribuição","2016-01-13",0,0
"3662",1.0002369020164e+19,"Conclusão-Petição","2017-10-06",0,0
"3664",1.0002369020164e+19,"Conclusão-Mero expediente","2018-03-26",158,0
"3668",1.0002369020164e+19,"Decurso de Prazo","2019-08-24",100,1
"3669",1.0004638020164e+19,"Conclusão-Decurso de Prazo","2016-01-18",100,0
"3682",1.0004638020164e+19,"Conclusão-Decurso de Prazo","2018-02-08",107,0
"3691",1.0004638020164e+19,"Conclusão-Mandado","2018-10-03",64,0
"3703",1.0004638020164e+19,"Decurso de Prazo","2019-08-24",100,1
"3704",1.0006984720164e+19,"Conclusão-Decurso de Prazo","2016-01-25",100,0
"3719",1.0006984720164e+19,"Conclusão-Decurso de Prazo","2018-02-09",114,0
"3727",1.0006984720164e+19,"Conclusão-Juntada","2019-03-27",0,0
"3733",1.0006984720164e+19,"Petição","2019-09-13",80,1
"3736",1.0010292920164e+19,"Conclusão-Documento","2016-02-03",0,0
"3745",1.0010292920164e+19,"Conclusão-Documento","2016-12-19",0,0
"3750",1.0010292920164e+19,"Expedição de documento","2018-03-14",628,1
"3751",1.0011159720164e+19,"Conclusão-Expedição de documento","2016-02-05",628,0
"3761",1.0011159720164e+19,"Conclusão-Mandado","2018-02-08",156,0
"3772",1.0011159720164e+19,"Decurso de Prazo","2019-08-24",100,1
"3775",1.0008413620164e+19,"Conclusão-Documento","2016-01-28",0,0
"3789",1.0008413620164e+19,"Conclusão-Documento","2016-05-30",0,0
"3801",1.0008413620164e+19,"Conclusão-Documento","2016-07-01",0,0
"3810",1.0008413620164e+19,"Conclusão-Documento","2017-03-02",0,0
"3818",1.0008413620164e+19,"Conclusão-Documento","2017-04-20",0,0
"3828",1.0008413620164e+19,"Redistribuição","2018-02-19",651,1
"3830",1.0008170820164e+19,"Conclusão-Distribuição","2016-08-19",205,0
"3839",1.0008170820164e+19,"Conclusão-Documento","2017-03-03",0,0
"3847",1.0008170820164e+19,"Conclusão-Petição","2018-06-18",19,0
"3851",1.0008170820164e+19,"Decurso de Prazo","2019-08-24",100,1
"3856",1.0111049320174e+19,"Conclusão-Remessa","2017-09-01",0,0
"3861",1.0111049320174e+19,"Conclusão-Remessa","2017-09-15",0,0
"3867",1.0111049320174e+19,"Conclusão-Petição","2018-06-11",28,0
"3872",1.0111049320174e+19,"Conclusão-Remessa","2019-02-21",3,0
"3881",1.0111049320174e+19,"Conclusão-Juntada","2019-08-26",10,0
"3887",1.0111049320174e+19,"Decurso de Prazo","2019-10-22",41,1
"3893",1.0063397920174e+19,"Conclusão-Documento","2017-07-18",0,0
"3898",1.0063397920174e+19,"Conclusão-Redistribuição","2017-08-30",0,0
"3901",1.0063397920174e+19,"Conclusão-Expedição de documento","2017-09-15",11,0
"3907",1.0063397920174e+19,"Conclusão-Petição","2018-02-07",100,0
"3912",1.0063397920174e+19,"Conclusão-Juntada","2018-10-08",0,0
"3924",1.0063397920174e+19,"Petição","2019-10-24",39,1
"3927",1.0110320920174e+19,"Conclusão-Recebimento","2017-09-05",7,0
"3937",1.0110320920174e+19,"Conclusão-Decurso de Prazo","2018-08-27",76,0
"3944",1.0110320920174e+19,"Petição","2019-09-04",89,1
"3949",1.0071114220174e+19,"Conclusão-Remessa","2017-07-14",1,0
"3957",1.0071114220174e+19,"Conclusão-Documento","2017-07-19",0,0
"3971",1.0071114220174e+19,"Conclusão-Expedição de documento","2017-08-10",3,0
"3987",1.0071114220174e+19,"Redistribuição","2018-02-19",651,1
"3989",1.0032045920174e+19,"Conclusão-Documento","2017-05-24",0,0
"3997",1.0032045920174e+19,"Conclusão-Documento","2017-06-13",0,0
"4001",1.0032045920174e+19,"Conclusão-Documento","2017-06-20",0,0
"4008",1.0032045920174e+19,"Conclusão-Documento","2017-07-04",0,0
"4022",1.0032045920174e+19,"Conclusão-Redistribuição","2018-02-22",3,0
"4027",1.0032045920174e+19,"Conclusão-Decurso de Prazo","2019-04-02",111,0
"4030",1.0032045920174e+19,"Decurso de Prazo","2019-10-15",48,1
"4036",1.0080857920174e+19,"Conclusão-Petição","2017-07-27",0,0
"4048",1.0080857920174e+19,"Conclusão-Petição","2018-06-11",12,0
"4054",1.0080857920174e+19,"Petição","2019-10-21",42,1
"4059",1.0101955120174e+19,"Conclusão-Remessa","2017-08-24",1,0
"4062",1.0101955120174e+19,"Conclusão-Redistribuição","2017-08-30",1,0
"4075",1.0101955120174e+19,"Conclusão-Reativação","2019-04-05",0,0
"4078",1.0101955120174e+19,"Conclusão-Redistribuição","2019-04-29",20,0
"4083",1.0101955120174e+19,"Petição","2019-08-19",105,1
"4088",1.0110728820174e+19,"Conclusão-Remessa","2017-08-30",0,0
"4093",1.0110728820174e+19,"Conclusão-Redistribuição","2018-02-28",0,0
"4100",1.0110728820174e+19,"Conclusão-Petição","2018-10-03",28,0
"4105",1.0110728820174e+19,"Conclusão-Remessa","2019-02-21",3,0
"4113",1.0110728820174e+19,"Conclusão-Juntada","2019-08-26",10,0
"4114",1.0110728820174e+19,"Conclusão-Conclusão","2019-08-29",10,0
"4116",1.0110728820174e+19,"Conclusão-Decurso de Prazo","2019-09-03",5,0
"4123",1.0110728820174e+19,"Petição","2019-10-29",34,1
"4128",1.0110632920174e+19,"Conclusão-Remessa","2017-08-30",0,0
"4133",1.0110632920174e+19,"Conclusão-Redistribuição","2017-09-18",0,0
"4139",1.0110632920174e+19,"Conclusão-Petição","2018-02-23",0,0
"4154",1.0110632920174e+19,"Petição","2019-07-01",154,1
"4159",1.0110641420174e+19,"Conclusão-Remessa","2017-08-30",0,0
"4164",1.0110641420174e+19,"Conclusão-Redistribuição","2017-10-06",0,0
"4171",1.0110641420174e+19,"Conclusão-Petição","2018-03-05",3,0
"4181",1.0110641420174e+19,"Conclusão-Petição","2018-11-13",0,0
"4183",1.0110641420174e+19,"Ato ordinatorio","2019-09-09",84,1
"4189",1.0110762820174e+19,"Conclusão-Documento","2017-08-31",0,0
"4192",1.0110762820174e+19,"Conclusão-Mero expediente","2017-08-31",0,0
"4201",1.0110762820174e+19,"Conclusão-Petição","2018-08-27",1,0
"4216",1.0110762820174e+19,"Conclusão-Petição","2019-10-29",49,0
"4217",1.0110762820174e+19,"Mero expediente","2019-10-29",34,1
"4223",1.0103679020174e+19,"Conclusão-Remessa","2017-08-23",1,0
"4236",1.0103679020174e+19,"Conclusão-Petição","2018-09-03",0,0
"4241",1.0103679020174e+19,"Decurso de Prazo","2019-05-19",197,1
"4246",1.0109740620174e+19,"Conclusão-Remessa","2017-08-30",0,0
"4252",1.0109740620174e+19,"Conclusão-Petição","2018-05-11",3,0
"4263",1.0109740620174e+19,"Conclusão","2019-10-29",34,1
"4268",1.0110693620174e+19,"Conclusão-Remessa","2017-08-30",0,0
"4272",1.0110693620174e+19,"Conclusão-Juntada","2017-09-06",1,0
"4279",1.0110693620174e+19,"Conclusão-Petição","2018-04-27",6,0
"4284",1.0110693620174e+19,"Conclusão-Remessa","2019-02-21",3,0
"4293",1.0110693620174e+19,"Conclusão-Juntada","2019-08-26",10,0
"4295",1.0110693620174e+19,"Conclusão-Acolhimento em parte de Embargos de Declaração","2019-08-29",0,0
"4302",1.0110693620174e+19,"Petição","2019-10-29",34,1
"4308",1.0110919420174e+19,"Conclusão-Mudança de Classe Processual","2017-09-27",27,0
"4311",1.0110919420174e+19,"Conclusão-Redistribuição","2017-09-29",1,0
"4317",1.0110919420174e+19,"Conclusão-Expedição de documento","2018-05-14",27,0
"4329",1.0110919420174e+19,"Conclusão","2019-10-29",34,1
"4335",1.0101123520174e+19,"Conclusão-Documento","2017-08-29",0,0
"4338",1.0101123520174e+19,"Conclusão-Redistribuição","2017-08-30",1,0
"4339",1.0101123520174e+19,"Conclusão-Conclusão","2017-08-30",1,0
"4346",1.0101123520174e+19,"Conclusão-Petição","2018-04-18",3,0
"4360",1.0101123520174e+19,"Decurso de Prazo","2019-08-08",116,1
"4363",1.0105826620174e+19,"Conclusão-Recebimento","2017-08-28",4,0
"4368",1.0105826620174e+19,"Conclusão-Redistribuição","2017-08-30",0,0
"4375",1.0105826620174e+19,"Conclusão-Petição","2018-03-05",4,0
"4388",1.0105826620174e+19,"Decurso de Prazo","2019-08-08",116,1
"4394",1.0075972720174e+19,"Conclusão-Remessa","2017-08-15",7,0
"4399",1.0075972720174e+19,"Conclusão-Redistribuição","2017-08-30",1,0
"4406",1.0075972720174e+19,"Conclusão-Petição","2018-03-12",0,0
"4419",1.0075972720174e+19,"Decurso de Prazo","2019-08-05",119,1
"4424",1.0110702120174e+19,"Conclusão-Remessa","2017-09-27",28,0
"4427",1.0110702120174e+19,"Conclusão-Redistribuição","2017-09-29",1,0
"4433",1.0110702120174e+19,"Conclusão-Petição","2018-04-18",3,0
"4446",1.0110702120174e+19,"Decurso de Prazo","2019-08-05",119,1
"4451",1.0109377620174e+19,"Conclusão-Recebimento","2017-08-29",0,0
"4455",1.0109377620174e+19,"Conclusão-Remessa","2017-08-30",0,0
"4461",1.0109377620174e+19,"Conclusão-Petição","2018-02-21",1,0
"4471",1.0109377620174e+19,"Conclusão-Petição","2018-11-12",0,0
"4475",1.0109377620174e+19,"Petição","2019-08-22",102,1
"4481",1.0106943520174e+19,"Conclusão-Documento","2017-08-28",0,0
"4484",1.0106943520174e+19,"Conclusão-Redistribuição","2017-08-30",1,0
"4492",1.0106943520174e+19,"Conclusão-Petição","2018-03-05",3,0
"4502",1.0106943520174e+19,"Conclusão-Petição","2018-11-09",3,0
"4508",1.0106943520174e+19,"Conclusão-Petição","2019-02-07",16,0
"4510",1.0106943520174e+19,"Ato ordinatorio","2019-09-10",83,1
"4516",1.0104050520174e+19,"Conclusão-Documento","2017-08-29",0,0
"4519",1.0104050520174e+19,"Conclusão-Redistribuição","2017-08-30",1,0
"4527",1.0104050520174e+19,"Conclusão-Petição","2018-04-13",3,0
"4540",1.0104050520174e+19,"Decurso de Prazo","2019-08-08",116,1
"4545",1.0104232620174e+19,"Conclusão-Remessa","2017-08-29",6,0
"4550",1.0104232620174e+19,"Conclusão-Remessa","2017-08-30",0,0
"4556",1.0104232620174e+19,"Conclusão-Petição","2018-04-13",3,0
"4569",1.0104232620174e+19,"Decurso de Prazo","2019-08-08",116,1
