"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"447","445XXX","Apelido323","Encerrado","Atrasado","Busca e Apreensão","2017-08-30",3,5,1,1,14,23,4,3,10,1,1,3,11,5,4,4,5,3,5,4,10,2,2,8,1,3,8,105,56,5,3,6,18,2,9,12,1,24
"448","446XXX","Apelido324","Encerrado","Atrasado","Busca e Apreensão","2018-03-12",3,4,2,2,19,33,2,5,11,1,5,7,12,3,1,4,9,1,2,4,11,1,4,2,4,2,5,100,50,1,3,9,19,1,10,18,4,35
"449","447XXX","Apelido325","Encerrado","Atrasado","Busca e Apreensão","2017-02-07",3,1,1,2,17,31,2,7,11,5,5,9,20,1,2,10,6,4,7,2,14,2,10,5,4,5,6,90,50,1,1,8,16,5,2,10,3,30
"450","448XXX","Apelido326","Encerrado","Atrasado","Busca e Apreensão","2017-08-17",4,2,3,4,17,23,5,1,11,1,3,4,15,3,1,7,8,5,9,6,11,4,5,9,3,2,8,102,65,1,3,8,17,3,5,16,1,33
"451","449XXX","Apelido327","Encerrado","Atrasado","Busca e Apreensão","2017-02-20",4,3,2,4,19,30,5,7,14,3,4,9,13,1,4,8,7,4,8,2,14,5,4,7,3,7,7,98,50,4,5,6,12,3,10,18,4,31
"452","450XXX","Apelido328","Encerrado","Atrasado","Busca e Apreensão","2019-02-18",0,2,1,6,20,25,5,3,20,3,1,9,13,4,2,3,6,4,8,2,10,5,3,10,3,10,10,95,63,5,4,4,13,1,2,17,1,32
"453","451XXX","Apelido329","Encerrado","Atrasado","Busca e Apreensão","2018-09-17",5,4,5,2,10,36,3,2,18,1,5,8,13,3,3,5,2,1,6,3,18,3,2,2,3,8,5,95,62,5,4,5,15,4,10,16,4,28
"454","452XXX","Apelido330","Encerrado","Atrasado","Busca e Apreensão","2018-08-28",1,3,1,6,11,31,1,6,14,3,5,8,11,2,5,9,6,1,6,3,10,4,4,9,3,2,3,101,58,3,3,9,11,3,8,10,1,39
"455","453XXX","Apelido331","Encerrado","Atrasado","Busca e Apreensão","2019-10-11",5,1,4,1,17,31,4,7,13,2,1,3,13,3,2,7,3,2,2,10,16,2,10,2,1,10,10,90,56,3,1,8,17,3,3,16,4,31
"456","454XXX","Apelido332","Encerrado","Atrasado","Busca e Apreensão","2019-04-12",0,5,2,3,12,23,1,2,16,2,5,7,19,4,5,4,9,5,7,4,9,3,3,2,5,4,4,85,58,2,1,6,10,1,5,15,1,27
"457","455XXX","Apelido333","Encerrado","Alerta","Busca e Apreensão","2017-10-24",4,3,2,6,17,31,1,5,17,1,4,8,12,4,1,8,7,1,5,10,17,1,4,3,4,6,2,91,51,1,2,9,19,5,8,19,5,26
"458","456XXX","Apelido334","Aberto","Atrasado","Ação Popular","2018-10-24",2,1,1,6,10,40,1,7,13,1,4,8,11,1,3,5,2,2,10,9,10,2,10,10,1,10,8,85,67,5,1,10,11,4,4,15,5,34
"459","457XXX","Apelido335","Aberto","Atrasado","Ação Popular","2019-10-24",0,4,1,6,16,26,3,2,20,1,4,6,20,1,2,10,5,4,9,8,11,2,10,7,4,2,8,94,54,1,2,3,16,3,8,13,5,38
"460","458XXX","Apelido336","Aberto","Atrasado","Ação Popular","2019-08-05",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","459XXX","Apelido337","Aberto","Atrasado","Ação Popular","2018-09-20",1,2,4,5,13,31,1,6,16,3,1,6,14,5,1,7,10,3,4,3,15,1,6,4,5,6,5,96,54,1,1,2,11,5,6,13,1,48
"462","460XXX","Apelido338","Aberto","Atrasado","Ação Popular","2019-04-14",3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","461XXX","Apelido339","Aberto","Atrasado","Ação Popular","2018-01-04",5,1,4,4,14,38,1,4,10,5,1,8,15,1,3,6,9,3,5,10,18,4,2,6,4,10,8,99,58,1,3,9,14,1,9,18,1,50
"464","462XXX","Apelido340","Aberto","Atrasado","Ação Popular","2018-08-12",1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","463XXX","Apelido341","Aberto","Atrasado","Ação Popular","2018-12-16",1,1,1,6,20,28,1,6,10,1,1,8,16,3,1,9,9,5,5,6,8,3,7,9,1,7,2,98,51,2,4,9,15,3,7,13,5,49
"466","464XXX","Apelido342","Aberto","Atrasado","Ação Popular","2017-12-03",4,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","465XXX","Apelido343","Aberto","Atrasado","Ação Popular","2019-10-12",5,2,5,3,15,38,1,3,13,1,1,5,19,1,5,9,4,2,9,4,11,2,8,2,5,9,4,101,62,3,5,10,12,1,7,17,4,46
"468","466XXX","Apelido344","Aberto","Atrasado","Ação Popular","2017-08-04",4,2,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","467XXX","Apelido345","Aberto","Atrasado","Ação Popular","2017-09-13",5,3,4,3,19,25,3,1,17,4,5,10,12,1,4,10,2,3,2,4,13,4,6,9,3,5,2,86,65,2,1,8,15,4,9,12,1,40
"470","468XXX","Apelido346","Aberto","Atrasado","Ação Popular","2018-03-13",2,1,4,5,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","469XXX","Apelido347","Aberto","Atrasado","Ação Popular","2018-03-02",0,1,2,1,10,36,5,5,19,4,1,3,17,5,5,10,10,1,9,8,14,3,6,9,3,9,8,98,52,1,1,2,20,4,10,12,5,40
"472","470XXX","Apelido348","Aberto","Atrasado","Ação Popular","2019-03-31",5,1,5,4,16,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","471XXX","Apelido349","Aberto","Atrasado","Ação Popular","2017-06-08",1,1,4,5,17,39,2,2,19,3,5,2,11,2,1,6,6,1,2,4,13,3,5,9,3,5,5,105,67,5,1,6,17,5,10,13,2,39
"474","472XXX","Apelido350","Aberto","Atrasado","Ação Popular","2019-05-03",0,4,3,7,12,30,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","473XXX","Apelido351","Aberto","Atrasado","Ação Popular","2018-08-16",3,4,5,2,11,22,1,3,17,5,3,6,14,2,2,6,5,4,7,6,10,5,6,10,5,2,5,98,66,3,4,7,20,3,3,11,1,51
"476","474XXX","Apelido352","Aberto","Atrasado","Ação Popular","2019-01-23",2,1,1,1,10,25,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","475XXX","Apelido353","Aberto","Atrasado","Ação Popular","2017-12-18",0,2,4,3,10,31,5,1,19,3,3,5,12,5,1,6,5,2,5,5,10,2,4,8,3,3,10,100,65,1,1,8,20,3,10,13,1,42
"478","476XXX","Apelido354","Aberto","Atrasado","Ação Popular","2019-12-11",1,2,1,3,18,28,3,3,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","477XXX","Apelido355","Aberto","Atrasado","Ação Popular","2017-02-20",1,1,1,2,11,24,4,7,19,2,5,6,10,5,1,2,9,4,8,9,18,5,4,10,4,7,4,95,68,1,1,3,13,2,4,11,2,45
"480","478XXX","Apelido356","Aberto","Atrasado","Ação Popular","2019-09-08",1,2,4,5,20,25,1,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","479XXX","Apelido357","Aberto","Atrasado","Ação Popular","2017-11-14",5,4,3,2,20,31,2,3,17,1,4,3,12,2,2,4,10,1,5,4,10,4,9,9,3,10,8,103,55,1,3,2,19,1,9,15,3,48
"482","480XXX","Apelido358","Aberto","Atrasado","Ação Popular","2017-05-19",1,1,3,2,18,30,3,2,10,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","481XXX","Apelido359","Aberto","Atrasado","Ação Popular","2019-05-19",1,3,3,7,12,29,4,3,12,5,1,10,11,4,4,8,9,4,2,9,16,3,7,10,1,4,7,93,65,1,2,9,15,5,7,10,3,37
"484","482XXX","Apelido360","Aberto","Atrasado","Ação Popular","2018-09-18",1,2,3,3,16,26,1,3,18,1,1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","483XXX","Apelido361","Aberto","Atrasado","Ação Popular","2018-09-23",5,3,2,2,19,29,1,3,15,1,5,7,17,1,1,6,10,3,2,7,16,4,4,9,1,4,4,93,54,5,3,10,17,1,5,20,2,38
"486","484XXX","Apelido362","Aberto","Atrasado","Ação Popular","2019-04-27",3,1,2,4,19,33,3,4,15,3,1,7,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","485XXX","Apelido363","Aberto","Atrasado","Ação Popular","2018-03-12",1,5,4,7,14,38,4,5,15,4,5,3,18,4,5,6,8,1,2,8,10,3,4,6,5,3,10,86,69,4,1,8,12,1,6,12,4,35
"488","486XXX","Apelido364","Aberto","Atrasado","Ação Popular","2018-11-29",3,5,2,7,16,29,1,2,19,1,1,2,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","487XXX","Apelido365","Aberto","Atrasado","Ação Popular","2019-07-13",3,3,2,4,13,27,5,4,19,3,2,9,16,4,4,7,2,2,9,9,14,2,7,5,4,10,3,103,51,5,5,10,17,1,2,11,2,41
"490","488XXX","Apelido366","Aberto","Atrasado","Ação Popular","2017-08-14",1,1,1,7,14,22,5,1,13,3,4,9,16,5,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","489XXX","Apelido367","Aberto","Atrasado","Ação Popular","2018-11-11",4,5,1,2,11,26,5,3,11,4,1,2,20,4,2,5,2,3,5,5,10,3,10,5,1,6,8,85,62,4,4,7,12,4,9,10,1,50
"492","490XXX","Apelido368","Aberto","Atrasado","Ação Popular","2018-01-20",4,3,5,7,15,38,2,2,11,2,2,2,17,1,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","491XXX","Apelido369","Aberto","Atrasado","Ação Popular","2017-09-24",5,1,1,6,12,35,5,4,10,2,1,6,11,2,3,9,10,4,2,10,18,4,6,9,2,2,3,105,58,1,3,3,13,3,4,12,1,39
"494","492XXX","Apelido370","Aberto","Atrasado","Ação Popular","2018-06-13",5,5,5,1,19,36,5,3,19,4,3,10,20,3,4,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","493XXX","Apelido371","Aberto","Atrasado","Ação Popular","2017-04-07",4,4,1,7,13,31,1,6,16,3,1,6,14,2,2,9,5,1,6,9,17,1,5,2,5,7,2,103,64,1,3,5,12,4,5,20,3,43
"496","494XXX","Apelido372","Aberto","Atrasado","Ação Popular","2019-12-21",4,1,5,4,17,38,1,4,20,5,2,10,10,5,4,10,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","495XXX","Apelido373","Aberto","Atrasado","Ação Popular","2018-06-01",4,2,5,1,13,28,5,4,17,1,4,6,16,4,3,6,5,3,2,2,10,4,2,3,1,8,4,90,63,1,5,7,10,3,4,13,1,51
"498","496XXX","Apelido374","Aberto","Atrasado","Ação Popular","2018-01-27",4,1,1,1,19,37,2,5,14,5,1,10,11,5,5,9,5,1,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","497XXX","Apelido375","Aberto","Atrasado","Ação Popular","2019-08-19",0,4,3,3,11,25,5,7,14,2,4,5,16,5,5,9,6,1,5,4,8,2,8,9,5,3,9,101,68,4,4,5,10,2,3,12,3,40
"500","498XXX","Apelido376","Aberto","Atrasado","Ação Popular","2018-02-09",0,2,4,5,20,33,1,5,13,4,3,8,18,5,1,3,8,2,2,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","499XXX","Apelido377","Aberto","Atrasado","Ação Popular","2017-09-22",5,1,4,6,17,28,2,7,12,5,4,6,10,2,5,7,4,2,4,10,17,3,8,9,2,4,10,96,66,1,4,6,11,2,10,13,1,50
"502","500XXX","Apelido378","Aberto","Atrasado","Ação Popular","2018-04-19",1,2,4,5,16,27,5,7,19,2,1,7,18,3,4,4,6,3,3,10,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","501XXX","Apelido379","Aberto","Atrasado","Ação Popular","2019-06-14",1,3,1,6,13,25,1,6,10,5,4,7,20,5,3,9,4,4,5,10,9,5,4,6,3,2,5,87,60,2,4,4,16,1,7,19,5,43
"504","502XXX","Apelido380","Aberto","Atrasado","Ação Popular","2019-05-27",3,5,5,3,20,27,2,2,15,5,3,8,11,5,1,5,6,3,9,7,8,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","503XXX","Apelido381","Aberto","Atrasado","Ação Popular","2019-01-10",4,1,5,4,19,37,4,7,16,1,2,7,12,5,3,9,10,1,6,6,14,2,6,4,2,2,5,104,67,3,4,8,17,4,3,18,1,38
"506","504XXX","Apelido382","Aberto","Atrasado","Ação Popular","2018-06-28",2,1,4,3,14,31,4,5,17,5,5,2,10,5,2,2,8,1,2,6,14,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507","505XXX","Apelido383","Aberto","Atrasado","Ação Popular","2017-12-15",1,2,1,3,20,22,3,5,10,5,2,8,13,3,5,9,4,1,2,9,16,1,9,8,4,6,4,96,53,3,4,5,18,3,9,13,4,34
"508","506XXX","Apelido384","Aberto","Atrasado","Ação Popular","2018-08-03",1,1,1,2,19,38,3,5,15,1,2,7,16,1,2,4,5,1,7,2,9,4,2,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","507XXX","Apelido385","Aberto","Atrasado","Ação Popular","2017-02-22",4,1,3,6,20,28,4,3,13,2,5,7,15,1,1,5,9,2,8,5,11,5,8,10,5,2,8,90,64,1,4,4,17,5,10,10,4,44
"510","508XXX","Apelido386","Aberto","Atrasado","Ação Popular","2018-10-26",1,1,1,4,14,28,1,3,19,1,3,7,11,4,4,10,3,1,10,8,12,1,9,8,5,20,0,0,0,0,0,0,0,0,0,0,0,0
"511","509XXX","Apelido387","Aberto","Atrasado","Ação Popular","2019-12-11",3,4,1,1,18,32,3,1,12,5,1,8,18,1,5,5,7,3,5,9,18,3,6,8,4,4,2,94,52,2,1,4,17,1,3,20,1,33
"512","510XXX","Apelido388","Aberto","Atrasado","Ação Popular","2017-09-26",5,4,4,1,15,25,1,7,17,3,3,7,18,1,3,10,2,4,8,10,8,5,3,10,1,6,21,0,0,0,0,0,0,0,0,0,0,0
"513","511XXX","Apelido389","Aberto","Atrasado","Ação Popular","2018-11-03",4,4,2,6,11,22,5,1,17,1,4,3,20,1,3,10,3,4,6,10,14,1,6,3,2,5,2,98,59,5,5,9,10,5,4,12,2,47
"514","512XXX","Apelido390","Aberto","Atrasado","Ação Popular","2019-12-12",5,1,4,2,19,33,4,3,11,5,1,7,17,4,4,10,5,5,4,3,10,4,2,6,3,9,5,106,0,0,0,0,0,0,0,0,0,0
"515","513XXX","Apelido391","Aberto","Atrasado","Ação Popular","2017-03-31",4,5,2,1,16,32,1,5,13,1,3,3,14,3,5,10,10,1,2,7,13,3,9,2,1,8,5,90,55,3,3,10,11,5,5,17,5,50
"516","514XXX","Apelido392","Aberto","Atrasado","Ação Popular","2019-09-14",5,1,5,6,10,27,5,1,10,4,2,5,13,2,1,6,4,5,2,6,10,2,3,7,1,6,4,99,78,0,0,0,0,0,0,0,0,0
"517","515XXX","Apelido393","Aberto","Atrasado","Ação Popular","2019-04-24",5,2,2,6,13,31,1,2,17,3,1,2,11,1,1,4,2,4,10,9,18,4,7,8,1,7,4,93,55,3,4,2,10,3,6,17,1,50
"518","516XXX","Apelido394","Aberto","Atrasado","Ação Popular","2017-04-01",0,5,3,3,17,37,5,5,18,1,2,9,13,2,5,9,7,1,7,3,17,3,7,4,1,8,10,90,53,13,0,0,0,0,0,0,0,0
"519","517XXX","Apelido395","Aberto","Atrasado","Ação Popular","2018-02-26",4,1,2,6,14,30,1,1,20,3,1,10,16,1,4,4,4,2,6,2,17,2,6,5,2,3,7,97,58,5,1,8,17,1,10,11,5,46
"520","518XXX","Apelido396","Aberto","Atrasado","Ação Popular","2017-01-30",2,1,1,2,10,28,3,2,10,2,3,7,15,5,5,8,4,5,7,9,14,3,10,2,5,10,8,85,60,1,13,0,0,0,0,0,0,0
"521","519XXX","Apelido397","Aberto","Atrasado","Ação Popular","2019-04-13",3,1,2,7,11,39,1,6,12,2,3,2,13,4,1,6,9,5,2,2,17,5,7,6,1,9,2,93,65,2,5,5,17,1,10,12,1,51
"522","520XXX","Apelido398","Aberto","Atrasado","Ação Popular","2019-12-19",3,3,4,1,20,33,3,3,12,2,1,3,10,3,4,6,5,1,5,6,14,2,4,2,3,6,3,101,57,4,1,8,21,0,0,0,0,0
"523","521XXX","Apelido399","Aberto","Atrasado","Ação Popular","2019-07-26",5,4,2,4,11,29,4,1,15,1,1,3,14,2,3,9,10,2,2,9,10,5,6,5,4,2,6,85,65,5,3,4,17,4,5,20,5,45
"524","522XXX","Apelido400","Aberto","Atrasado","Ação Popular","2018-12-26",0,4,1,3,13,28,3,4,13,3,4,6,10,5,2,5,6,4,8,6,14,3,7,10,1,8,4,85,62,3,2,2,10,15,0,0,0,0
"525","523XXX","Apelido401","Aberto","Atrasado","Ação Popular","2018-08-21",2,4,1,7,15,26,1,1,18,3,1,4,10,3,4,5,3,5,3,9,12,2,8,7,5,4,2,97,52,5,2,9,14,5,3,13,1,39
"526","524XXX","Apelido402","Aberto","Atrasado","Ação Popular","2019-06-03",1,2,3,5,15,32,1,3,11,4,3,4,11,1,3,2,9,3,10,5,17,2,4,2,4,4,3,101,67,2,5,10,13,2,15,0,0,0
"527","525XXX","Apelido403","Aberto","Atrasado","Ação Popular","2017-05-29",4,5,1,1,17,33,4,6,11,2,4,6,19,1,2,7,3,1,4,10,8,1,7,6,2,5,2,96,66,1,2,4,10,5,9,17,4,34
"528","526XXX","Apelido404","Aberto","Atrasado","Ação Popular","2017-02-12",3,1,2,2,19,31,3,5,19,4,5,7,11,5,4,9,8,5,2,10,8,4,7,3,1,2,10,86,58,5,5,2,10,5,6,24,0,0
"529","527XXX","Apelido405","Aberto","Atrasado","Ação Popular","2019-07-13",0,3,1,4,17,37,3,5,10,2,4,2,10,4,4,3,10,4,6,10,18,4,8,10,5,2,6,85,62,2,4,3,12,2,8,19,1,42
"530","528XXX","Apelido406","Aberto","Atrasado","Ação Popular","2018-10-13",1,2,1,2,11,22,3,2,15,5,1,2,17,1,5,9,3,4,5,3,12,1,7,2,2,9,8,96,63,1,1,8,12,5,4,15,14,0
"531","529XXX","Apelido407","Aberto","Atrasado","Ação Popular","2019-05-06",1,1,5,5,16,22,4,1,15,5,1,5,11,1,1,10,4,4,3,10,11,3,2,2,5,3,2,100,56,5,3,9,15,5,5,17,3,39
"532","530XXX","Apelido408","Aberto","Atrasado","Ação Popular","2017-04-20",1,4,1,7,12,24,4,4,14,4,4,6,11,5,3,7,7,4,2,8,16,1,8,3,1,9,3,96,70,4,4,4,19,1,4,15,4,40
"533","531XXX","Apelido409","Aberto","Atrasado","Ação Popular","2019-11-24",5,1,1,2,19,28,4,5,20,3,4,9,17,2,3,8,6,1,6,9,13,2,3,4,3,5,9,104,55,5,4,2,13,4,2,13,2,37
"534","532XXX","Apelido410","Aberto","Atrasado","Ação Popular","2017-09-01",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","533XXX","Apelido411","Aberto","Atrasado","Ação Popular","2018-11-08",3,1,4,5,17,25,1,1,10,5,1,4,11,1,1,7,3,3,7,9,8,2,2,5,4,6,3,89,53,2,1,3,10,5,2,10,4,41
"536","534XXX","Apelido412","Aberto","Atrasado","Ação Popular","2017-03-05",4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","535XXX","Apelido413","Aberto","Atrasado","Ação Popular","2017-06-08",1,4,4,6,11,23,5,5,14,1,1,9,19,4,1,6,9,2,7,4,15,1,2,7,5,8,7,89,59,1,4,5,18,1,8,19,4,45
"538","536XXX","Apelido414","Aberto","Atrasado","Ação Popular","2019-09-29",2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","537XXX","Apelido415","Aberto","Atrasado","Ação Popular","2017-05-26",1,1,2,1,18,39,5,4,20,1,5,2,11,2,4,4,9,3,3,6,16,2,8,3,3,7,3,96,66,1,3,2,20,5,2,16,5,51
"540","538XXX","Apelido416","Aberto","Atrasado","Ação Popular","2019-06-09",3,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","539XXX","Apelido417","Aberto","Atrasado","Ação Popular","2019-12-23",4,5,4,3,11,40,1,3,15,2,2,4,18,4,1,4,7,1,6,9,10,1,7,5,5,4,8,99,58,5,4,6,15,2,5,18,3,34
"542","540XXX","Apelido418","Aberto","Atrasado","Ação Popular","2017-06-07",1,3,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","541XXX","Apelido419","Aberto","Atrasado","Ação Popular","2018-06-11",1,1,1,7,16,24,3,7,10,3,1,5,13,3,5,9,7,3,2,10,13,4,10,9,1,10,6,101,64,4,1,8,17,1,8,17,3,46
"544","542XXX","Apelido420","Aberto","Atrasado","Ação Popular","2017-10-12",0,2,4,1,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","543XXX","Apelido421","Aberto","Atrasado","Ação Popular","2019-03-04",0,2,5,1,18,40,2,6,18,5,3,9,15,1,1,9,10,1,5,6,11,2,4,2,4,4,5,92,64,1,3,4,17,3,10,17,5,36
"546","544XXX","Apelido422","Aberto","Atrasado","Ação Popular","2018-02-02",0,1,1,3,14,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","545XXX","Apelido423","Aberto","Atrasado","Ação Popular","2017-08-16",0,3,2,5,20,38,1,3,20,5,4,4,17,1,5,6,7,4,5,7,9,5,6,3,3,8,6,96,52,2,2,4,11,1,7,16,2,51
"548","546XXX","Apelido424","Aberto","Atrasado","Ação Popular","2018-09-30",5,1,5,3,17,23,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","547XXX","Apelido425","Aberto","Atrasado","Ação Popular","2018-07-04",1,5,5,6,20,29,4,3,11,2,1,8,19,1,2,6,9,2,3,9,16,2,4,6,1,3,7,90,68,5,4,2,12,1,10,13,3,43
"550","548XXX","Apelido426","Aberto","Atrasado","Ação Popular","2019-09-19",5,2,3,5,16,36,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","549XXX","Apelido427","Aberto","Atrasado","Ação Popular","2017-01-07",1,1,5,3,13,22,4,3,18,2,3,8,14,5,3,3,6,2,7,3,15,2,6,4,1,3,9,101,69,1,2,5,12,5,8,14,1,47
"552","550XXX","Apelido428","Aberto","Atrasado","Ação Popular","2019-01-19",1,5,2,3,17,23,4,3,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553","551XXX","Apelido429","Aberto","Atrasado","Ação Popular","2017-03-11",1,1,3,4,10,40,1,7,16,2,1,7,16,4,2,7,9,1,2,5,13,2,8,9,3,2,10,94,50,1,3,7,12,1,5,10,5,39
"554","552XXX","Apelido430","Aberto","Atrasado","Ação Popular","2018-11-05",2,1,3,3,17,40,3,6,20,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"555","553XXX","Apelido431","Aberto","Atrasado","Ação Popular","2018-06-30",4,4,4,3,17,25,3,4,16,1,3,3,10,1,1,10,9,4,2,2,11,5,5,3,5,9,10,97,55,1,1,9,13,1,9,18,1,35
"556","554XXX","Apelido432","Aberto","Atrasado","Ação Popular","2019-01-28",1,4,1,7,16,24,4,2,20,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","555XXX","Apelido433","Aberto","Atrasado","Ação Popular","2017-05-29",0,4,5,6,19,39,4,1,11,2,1,10,13,3,2,2,9,5,2,5,11,3,2,5,1,5,5,100,59,1,1,8,15,4,10,15,1,39
"558","556XXX","Apelido434","Aberto","Atrasado","Ação Popular","2017-12-14",4,3,4,3,10,22,3,4,13,3,1,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559","557XXX","Apelido435","Aberto","Atrasado","Ação Popular","2018-09-19",4,4,4,6,19,40,2,6,16,5,5,2,14,2,2,6,10,5,5,8,8,1,9,9,2,8,9,95,69,1,1,2,13,3,7,16,1,42
"560","558XXX","Apelido436","Aberto","Atrasado","Ação Popular","2019-11-23",2,1,5,3,15,34,2,7,18,3,4,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561","559XXX","Apelido437","Aberto","Atrasado","Ação Popular","2017-05-30",5,1,1,1,10,26,1,6,20,1,5,4,20,3,2,5,7,1,10,6,8,3,8,6,2,3,3,91,70,1,1,2,20,5,3,20,4,46
"562","560XXX","Apelido438","Aberto","Atrasado","Ação Popular","2019-10-30",3,2,5,3,20,34,3,3,20,5,4,3,13,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
